batch_transcript-parent,,,,,,,
filename,audio_link,language_id,transcript,ground_truth_transcript,Remarks,,
hindi_25h__1780296743293_audio_file_13141009631_ch0_seg_0016.wav,https://naadh-stage.s3.ap-south-1.amazonaws.com/asr/hindi_25h__1780296743293_audio_file_13141009631_ch0_seg_0016.wav?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA4WTO33UZYLJIAH5F%2F20260702%2Fap-south-1%2Fs3%2Faws4_request&X-Amz-Date=20260702T072436Z&X-Amz-Expires=604800&X-Amz-SignedHeaders=host&X-Amz-Signature=f4a41eacf4c7c28bf65d0e2c05d1551a2af0f8bd69dced65d7df435036e07519#,hi-IN,अरे सर जब उसी टाइम की बात कर रहा हूँ मैं मैं वहाँ गया था मैं वो पैसा जमा कर,अरे सर जब उसी टाइम की बात कर रहा हूँ मैं मैं वहाँ गया था मैं वो पैसा जमा कर,perfect,,
hindi_25h__1780296743293_audio_file_13141009631_ch0_seg_0017.wav,https://naadh-stage.s3.ap-south-1.amazonaws.com/asr/hindi_25h__1780296743293_audio_file_13141009631_ch0_seg_0017.wav?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA4WTO33UZYLJIAH5F%2F20260702%2Fap-south-1%2Fs3%2Faws4_request&X-Amz-Date=20260702T072436Z&X-Amz-Expires=604800&X-Amz-SignedHeaders=host&X-Amz-Signature=ddfc801cc3f2480ed2274d13ece313338237795c0c01bea1e8bf3ea92b5bc21a#,hi-IN,आप सर मैं गया था जब मैं अब आप सुन रहे हो ऐसे ही मैंने उन लोगों से बात करी वो कह रहे थे बाईस हजार जमा कर दो पच्चीस हज़ार जमा कर दो क्योंकि मुझे मालूम है कि उन्हें उनको भी चाहिए,आप सर मैं गया था जब मैं अब आप सुन रहे हो ऐसे ही मैंने उन लोगों से बात करी वो कह रहे थे बाईस हजार जमा कर दो पच्चीस हज़ार जमा कर दो क्योंकि मुझे मालूम है कि उन्हें उनको भी चाहिए,perfect,,
hindi_25h__1780296743293_audio_file_13141009631_ch0_seg_0018.wav,https://naadh-stage.s3.ap-south-1.amazonaws.com/asr/hindi_25h__1780296743293_audio_file_13141009631_ch0_seg_0018.wav?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA4WTO33UZYLJIAH5F%2F20260702%2Fap-south-1%2Fs3%2Faws4_request&X-Amz-Date=20260702T072436Z&X-Amz-Expires=604800&X-Amz-SignedHeaders=host&X-Amz-Signature=d5ed72da48a1e4537679f3ed69cf83389a4936784a72746e4149bcc54eb3dbd1#,hi-IN,मैं सर ब्रांच में गया था भाई ठीक है ब्रांच में मेरी सुनी नहीं गई,मैं सर ब्रांच में गया था भाई ठीक है ब्रांच में मेरी सुनी नहीं गई,perfect,,
hindi_25h__1780296743293_audio_file_13141009631_ch0_seg_0019.wav,https://naadh-stage.s3.ap-south-1.amazonaws.com/asr/hindi_25h__1780296743293_audio_file_13141009631_ch0_seg_0019.wav?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA4WTO33UZYLJIAH5F%2F20260702%2Fap-south-1%2Fs3%2Faws4_request&X-Amz-Date=20260702T072436Z&X-Amz-Expires=604800&X-Amz-SignedHeaders=host&X-Amz-Signature=0686b263117806e2937e001fe6f773d61316e39abb454df4c022e9ad83c7fcb4#,hi-IN,और मेरे पास देखो मज़दूर आ किसान हूँ इतना टाइम है नहीं कि मैं बरेली के हमेशा चक्कर लगाऊँ,और मेरे पास देखो मज़दूर आ किसान हूँ इतना टाइम है नहीं कि मैं बरेली के हमेशा चक्कर लगाऊँ,perfect,,
hindi_25h__1780296743293_audio_file_13141009631_ch0_seg_0020.wav,https://naadh-stage.s3.ap-south-1.amazonaws.com/asr/hindi_25h__1780296743293_audio_file_13141009631_ch0_seg_0020.wav?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA4WTO33UZYLJIAH5F%2F20260702%2Fap-south-1%2Fs3%2Faws4_request&X-Amz-Date=20260702T072436Z&X-Amz-Expires=604800&X-Amz-SignedHeaders=host&X-Amz-Signature=8cbc780f73739599e37c2de48fc43fc702d118224407be978a02a24a409cbf72#,hi-IN,अब सर जो है वो मैंने आपको बता दिया न मुझे परेशान ना करा जाए मैंने एक ही बार बोल दिया उन्नीस हज़ार एक सौ छियालीस रुपये मैं दस तारीख़ में वो भी अभी नहीं दस तारीख़ में नौ तारीख को मेरा क्रेडिट कार्ड का बिल जमा होगा,अब सर जो है वो मैंने आपको बता दिया न मुझे परेशान ना करा जाए मैंने एक ही बार बोल दिया उन्नीस हज़ार एक सौ छियालीस रुपये मैं दस तारीख़ में वो भी अभी नहीं दस तारीख़ में नौ तारीख को मेरा क्रेडिट कार्ड का बिल जमा होगा,perfect,,
hindi_25h__1780296743293_audio_file_13141009631_ch0_seg_0021.wav,https://naadh-stage.s3.ap-south-1.amazonaws.com/asr/hindi_25h__1780296743293_audio_file_13141009631_ch0_seg_0021.wav?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA4WTO33UZYLJIAH5F%2F20260702%2Fap-south-1%2Fs3%2Faws4_request&X-Amz-Date=20260702T072436Z&X-Amz-Expires=604800&X-Amz-SignedHeaders=host&X-Amz-Signature=77198d157c91dda86e3d51fe36670522f21b83ee61c58f8dda13ef5c3ef03205#,hi-IN,ठीक है लमसम सोलह सत्रह हज़ार रुपये का बिल आया हुआ है वो जमा करूँगा क्रेडिट कार्ड से लगा लगा लूँगा फिर पैसे वो मैं आपकी कंपनी को दे दूंगा वो भी हमें सेटलमेंट चाहिए नहीं फोर्थ क्लोज चाहिए और तुरंत तेलोसी में मुझे बरेली ऑफिस में चाहिए,ठीक है लमसम( सोलह सत्रह हज़ार रुपये का बिल आया हुआ है वो जमा करूँगा क्रेडिट कार्ड से लगा लगा लूँगा फिर पैसे वो मैं आपकी कंपनी को दे दूंगा वो भी हमें सेटलमेंट चाहिए नहीं फोर्थ क्लोज चाहिए और तुरंत तेलोसी में मुझे बरेली ऑफिस में चाहिए,perfect,,
hindi_25h__1780296743293_audio_file_13141009631_ch0_seg_0022.wav,https://naadh-stage.s3.ap-south-1.amazonaws.com/asr/hindi_25h__1780296743293_audio_file_13141009631_ch0_seg_0022.wav?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA4WTO33UZYLJIAH5F%2F20260702%2Fap-south-1%2Fs3%2Faws4_request&X-Amz-Date=20260702T072436Z&X-Amz-Expires=604800&X-Amz-SignedHeaders=host&X-Amz-Signature=b5e560c707ad54363966948af6c791d50a03963dcd87b15e66249650f3ac0a3b#,hi-IN,हाँ पहले पेमेंट ले लिया था फिर उन्होंने दो तीन घंटे ऑफिस में वहीं रुका था उसके बाद में बजाज वालों ने तीन घंटे में एन ओ सी दे दी,हाँ पहले पेमेंट ले लिया था फिर उन्होंने दो तीन घंटे ऑफिस में वहीं रुका था उसके बाद में बजाज वालों ने तीन घंटे में एन ओ सी दे दी,perfect,,
hindi_25h__1780296743293_audio_file_13141009631_ch0_seg_0023.wav,https://naadh-stage.s3.ap-south-1.amazonaws.com/asr/hindi_25h__1780296743293_audio_file_13141009631_ch0_seg_0023.wav?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA4WTO33UZYLJIAH5F%2F20260702%2Fap-south-1%2Fs3%2Faws4_request&X-Amz-Date=20260702T072436Z&X-Amz-Expires=604800&X-Amz-SignedHeaders=host&X-Amz-Signature=c49a117b5722fee9782ede4e94ffd10e65ee482f473149220881c7fb44f028ff#,hi-IN,नहीं सेटलमेंट मैं अरे मेरी बात सुनो मेरा यहाँ से वकील जाएगा वहाँ पर ब्रांच में अगर वो सेटलमेंट देख लेगा मैं तुरंत पैसा नहीं जमा करूंगा,नहीं सेटलमेंट मैं अरे मेरी बात सुनो मेरा यहाँ से वकील जाएगा वहाँ पर ब्रांच में अगर वो सेटलमेंट देख लेगा मैं तुरंत पैसा नहीं जमा करूंगा,perfect,,
hindi_25h__1780296743293_audio_file_13141009631_ch0_seg_0024.wav,https://naadh-stage.s3.ap-south-1.amazonaws.com/asr/hindi_25h__1780296743293_audio_file_13141009631_ch0_seg_0024.wav?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA4WTO33UZYLJIAH5F%2F20260702%2Fap-south-1%2Fs3%2Faws4_request&X-Amz-Date=20260702T072436Z&X-Amz-Expires=604800&X-Amz-SignedHeaders=host&X-Amz-Signature=557f21d56438c2784e6e5dd9c001e974161019199651b6cbd401f25bf1a2458a#,hi-IN,सर मुझे नहीं लेना है जो कंपनी अब मेरे पास बस फोन ना आए जो उन्हें करना है वो मेरे पे करें बस सर मैं ये चाहता हूँ मैं बेरबेर फ़ोनों से परेशान हो गया हूँ दिन में बीस फ़ोन आते हैं मैं तंग आ गया हूँ,सर मुझे नहीं लेना है जो कंपनी अब मेरे पास बस फोन ना आए जो उन्हें करना है वो मेरे पे करें बस सर मैं ये चाहता हूँ मैं बेरबेर फ़ोनों से परेशान हो गया हूँ दिन में बीस फ़ोन आते हैं मैं तंग आ गया हूँ,perfect,,
hindi_25h__1780296743293_audio_file_13141009631_ch0_seg_0025.wav,https://naadh-stage.s3.ap-south-1.amazonaws.com/asr/hindi_25h__1780296743293_audio_file_13141009631_ch0_seg_0025.wav?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA4WTO33UZYLJIAH5F%2F20260702%2Fap-south-1%2Fs3%2Faws4_request&X-Amz-Date=20260702T072436Z&X-Amz-Expires=604800&X-Amz-SignedHeaders=host&X-Amz-Signature=6bffa8a2206b4f7eee63e5966f2fd2bf124ec93d592f264b8200fd917e5c2cac#,hi-IN,बैंक आराम से निकाले भाई उनके पास भी सबूत है मैंने पैसा लिया मेरे पास भी सबूत है एक दिन में इतने इतने रुपए की पेनाल्टी लगाई गई है भाई मैं कोर्ट से लड़ूँगा,बैंक आराम से निकाले भाई उनके पास भी सबूत है मैंने पैसा लिया मेरे पास भी सबूत है एक दिन में इतने इतने रुपए की पेनाल्टी लगाई गई है भाई मैं कोर्ट से लड़ूँगा,perfect,,
hindi_25h__1780296743293_audio_file_13141009631_ch0_seg_0026.wav,https://naadh-stage.s3.ap-south-1.amazonaws.com/asr/hindi_25h__1780296743293_audio_file_13141009631_ch0_seg_0026.wav?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA4WTO33UZYLJIAH5F%2F20260702%2Fap-south-1%2Fs3%2Faws4_request&X-Amz-Date=20260702T072436Z&X-Amz-Expires=604800&X-Amz-SignedHeaders=host&X-Amz-Signature=4231dea726eadf9abdcba7c51a8e2590db466408abd76f7ce00e61e51a48167c#,hi-IN,मैंने वहाँ जा के बात करी थी मैंने कि मुझे एन ओ सी चाहिए मैं इतना आपका पेमेंट है मैं दे रहा हूँ,मैंने वहाँ जा के बात करी थी मैंने कि मुझे एन ओ सी चाहिए मैं इतना आपका पेमेंट है मैं दे रहा हूँ,perfect,,
hindi_25h__1780296743293_audio_file_13141009631_ch0_seg_0027.wav,https://naadh-stage.s3.ap-south-1.amazonaws.com/asr/hindi_25h__1780296743293_audio_file_13141009631_ch0_seg_0027.wav?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA4WTO33UZYLJIAH5F%2F20260702%2Fap-south-1%2Fs3%2Faws4_request&X-Amz-Date=20260702T072436Z&X-Amz-Expires=604800&X-Amz-SignedHeaders=host&X-Amz-Signature=235b6b6546b1115c312dc70f1e1e38c7ddfa359e13f182a524b9153a57d90d46#,hi-IN,वो बोले इतने नहीं वो बोल मेरी बात सुनिए अरे अब आप हमें समझा रहे हैं ठीक है मैं बैंक में गया तो बैंक वाले भी वहाँ पर उस टाइम समझा सकते थे,वो बोले इतने नहीं वो बोल मेरी बात सुनिए अरे अब आप हमें समझा रहे हैं ठीक है मैं बैंक में गया तो बैंक वाले भी वहाँ पर उस टाइम समझा सकते थे,perfect,,
